,id,key,sex
7914,6925,M/6925/80680/6925-80680-0048,M
12576,5514,F/5514/19193/5514-19193-0018,F
9950,3240,M/3240/131231/3240-131231-0080,M
18400,8123,F/8123/275193/8123-275193-0024,F
27701,1088,F/1088/129236/1088-129236-0014,F
25652,4267,M/4267/78186/4267-78186-0031,M
10280,211,F/211/122442/211-122442-0030,F
27603,909,M/909/131045/909-131045-0037,M
811,5703,M/5703/47212/5703-47212-0027,M
11735,3664,M/3664/11714/3664-11714-0019,M
26149,5688,F/5688/15787/5688-15787-0029,F
12537,5514,F/5514/19192/5514-19192-0046,F
27959,5393,F/5393/19218/5393-19218-0016,F
21367,8609,M/8609/262281/8609-262281-0005,M
12737,5163,F/5163/39921/5163-39921-0044,F
4434,6272,F/6272/70168/6272-70168-0008,F
884,250,F/250/142276/250-142276-0053,F
26370,911,M/911/130578/911-130578-0000,M
13233,7067,M/7067/76047/7067-76047-0018,M
7236,6019,M/6019/3185/6019-3185-0111,M
19782,1970,F/1970/28415/1970-28415-0021,F
19881,5750,M/5750/35690/5750-35690-0008,M
12233,887,F/887/123291/887-123291-0037,F
16222,78,M/78/369/78-369-0023,M
25207,2893,M/2893/139322/2893-139322-0000,M
23903,1235,M/1235/135883/1235-135883-0008,M
25897,5022,F/5022/29405/5022-29405-0038,F
2383,5867,F/5867/48852/5867-48852-0057,F
20635,7517,F/7517/100442/7517-100442-0029,F
8281,8468,F/8468/286673/8468-286673-0015,F
18584,4137,F/4137/11701/4137-11701-0028,F
2541,7264,M/7264/92316/7264-92316-0036,M
11911,7402,M/7402/90848/7402-90848-0009,M
6192,481,M/481/123719/481-123719-0041,M
14676,7505,M/7505/258958/7505-258958-0006,M
11812,7402,M/7402/59171/7402-59171-0035,M
1578,1081,M/1081/125237/1081-125237-0093,M
19848,1970,F/1970/10594/1970-10594-0020,F
16849,4813,M/4813/248638/4813-248638-0054,M
24739,7059,F/7059/77897/7059-77897-0018,F
6846,1624,M/1624/142933/1624-142933-0011,M
21412,8609,M/8609/283227/8609-283227-0000,M
26437,27,M/27/123349/27-123349-0031,M
2702,7859,F/7859/102519/7859-102519-0046,F
8640,26,M/26/495/26-495-0008,M
8528,730,F/730/358/730-358-0055,F
2169,7148,F/7148/7763/7148-7763-0026,F
14361,2391,F/2391/145015/2391-145015-0006,F
7132,1723,M/1723/141149/1723-141149-0071,M
8077,8975,F/8975/270782/8975-270782-0101,F
6956,3214,M/3214/167606/3214-167606-0025,M
1530,1081,M/1081/125237/1081-125237-0010,M
28112,2691,F/2691/156755/2691-156755-0020,F
15943,125,F/125/121342/125-121342-0003,F
20327,7078,F/7078/271888/7078-271888-0052,F
28345,87,F/87/121553/87-121553-0104,F
6943,3214,M/3214/167602/3214-167602-0026,M
2782,1183,F/1183/124566/1183-124566-0001,F
11707,3664,M/3664/178355/3664-178355-0020,M
1789,1040,M/1040/133433/1040-133433-0059,M
19072,3486,M/3486/166424/3486-166424-0043,M
16236,78,M/78/369/78-369-0062,M
3727,3112,F/3112/9555/3112-9555-0036,F
13542,2764,F/2764/36617/2764-36617-0008,F
3255,426,F/426/122822/426-122822-0023,F
11899,7402,M/7402/90848/7402-90848-0029,M
24293,2002,M/2002/139469/2002-139469-0092,M
11790,1992,F/1992/141719/1992-141719-0028,F
27138,8629,M/8629/261139/8629-261139-0049,M
19589,1502,F/1502/122619/1502-122619-0025,F
25625,4267,M/4267/287369/4267-287369-0037,M
5693,458,M/458/126305/458-126305-0028,M
21486,3168,M/3168/173565/3168-173565-0013,M
3356,7278,M/7278/104730/7278-104730-0026,M
12447,7113,F/7113/86041/7113-86041-0054,F
8657,26,M/26/495/26-495-0022,M
9551,200,F/200/124139/200-124139-0009,F
5967,1363,F/1363/135842/1363-135842-0028,F
2480,4406,M/4406/16882/4406-16882-0024,M
261,307,M/307/127535/307-127535-0025,M
22667,8465,F/8465/246943/8465-246943-0018,F
22412,39,F/39/121915/39-121915-0026,F
4801,2989,F/2989/138028/2989-138028-0031,F
24687,7059,F/7059/88364/7059-88364-0010,F
22872,3259,F/3259/158083/3259-158083-0014,F
6598,8838,M/8838/298545/8838-298545-0022,M
28138,2691,F/2691/156750/2691-156750-0030,F
26456,27,M/27/124992/27-124992-0021,M
3167,426,F/426/122821/426-122821-0031,F
20630,7517,F/7517/100442/7517-100442-0005,F
25535,2159,M/2159/179154/2159-179154-0015,M
9481,200,F/200/126784/200-126784-0014,F
21151,460,M/460/172357/460-172357-0002,M
97,441,F/441/128982/441-128982-0026,F
19812,1970,F/1970/26100/1970-26100-0003,F
13230,7067,M/7067/76047/7067-76047-0037,M
10249,211,F/211/122442/211-122442-0067,F
6269,481,M/481/123720/481-123720-0027,M
20121,4018,M/4018/107312/4018-107312-0014,M
4064,587,F/587/41611/587-41611-0001,F
889,250,F/250/142276/250-142276-0011,F
20404,8238,F/8238/274553/8238-274553-0069,F
12522,5514,F/5514/19192/5514-19192-0044,F
6262,481,M/481/123720/481-123720-0015,M
6774,1624,M/1624/168623/1624-168623-0050,M
26367,911,M/911/130578/911-130578-0018,M
7099,1723,M/1723/141149/1723-141149-0064,M
14077,7226,M/7226/86965/7226-86965-0002,M
6865,1624,M/1624/142933/1624-142933-0023,M
8559,730,F/730/358/730-358-0003,F
5001,2384,M/2384/152900/2384-152900-0056,M
22898,3259,F/3259/158083/3259-158083-0076,F
4633,201,M/201/127786/201-127786-0061,M
12968,8095,M/8095/274346/8095-274346-0006,M
2536,4406,M/4406/16882/4406-16882-0039,M
9694,374,M/374/180299/374-180299-0022,M
3887,3436,M/3436/172171/3436-172171-0007,M
7862,2911,M/2911/15045/2911-15045-0021,M
13377,1841,F/1841/159771/1841-159771-0000,F
1086,6531,F/6531/61334/6531-61334-0128,F
22225,5104,M/5104/33406/5104-33406-0008,M
26719,3879,F/3879/173592/3879-173592-0032,F
3779,3112,F/3112/9555/3112-9555-0058,F
18900,4397,M/4397/15666/4397-15666-0016,M
4845,5322,M/5322/7678/5322-7678-0011,M
24276,5789,F/5789/57158/5789-57158-0009,F
14,441,F/441/130108/441-130108-0009,F
12568,5514,F/5514/19193/5514-19193-0020,F
11469,7800,F/7800/283492/7800-283492-0021,F
15123,5339,F/5339/14134/5339-14134-0011,F
22460,4297,F/4297/13006/4297-13006-0027,F
22602,8465,F/8465/246942/8465-246942-0019,F
20029,4018,M/4018/103416/4018-103416-0019,M
14651,7505,M/7505/258958/7505-258958-0020,M
20604,7517,F/7517/100429/7517-100429-0028,F
2808,1183,F/1183/133256/1183-133256-0005,F
1180,6848,M/6848/252322/6848-252322-0016,M
9083,8108,M/8108/280354/8108-280354-0008,M
1624,1081,M/1081/128618/1081-128618-0007,M
6875,3214,M/3214/167607/3214-167607-0024,M
4627,201,M/201/127786/201-127786-0032,M
3049,625,M/625/132112/625-132112-0011,M
6036,1363,F/1363/139304/1363-139304-0029,F
10773,6147,F/6147/34605/6147-34605-0026,F
861,250,F/250/142276/250-142276-0035,F
7198,6019,M/6019/3185/6019-3185-0105,M
7396,7780,F/7780/274562/7780-274562-0083,F
26143,5688,F/5688/15787/5688-15787-0040,F
22191,2182,F/2182/150130/2182-150130-0008,F
13171,7067,M/7067/76048/7067-76048-0009,M
19755,2416,F/2416/152139/2416-152139-0058,F
12267,887,F/887/123290/887-123290-0024,F
27765,1088,F/1088/134315/1088-134315-0006,F
13768,7794,F/7794/295948/7794-295948-0018,F
21721,3242,M/3242/67168/3242-67168-0031,M
22794,7302,F/7302/86814/7302-86814-0043,F
15474,1578,F/1578/140049/1578-140049-0008,F
14190,3607,M/3607/135982/3607-135982-0013,M
24600,8098,M/8098/278252/8098-278252-0015,M
4494,60,M/60/121082/60-121082-0038,M
13675,5463,M/5463/39174/5463-39174-0026,M
5655,458,M/458/126305/458-126305-0021,M
7799,2911,M/2911/7601/2911-7601-0001,M
22542,4297,F/4297/13009/4297-13009-0038,F
5004,2384,M/2384/152900/2384-152900-0063,M
3630,4195,F/4195/186236/4195-186236-0016,F
10626,8324,F/8324/286681/8324-286681-0009,F
1901,8312,F/8312/279791/8312-279791-0014,F
9574,200,F/200/124139/200-124139-0015,F
26906,8226,M/8226/274369/8226-274369-0049,M
2413,4406,M/4406/16883/4406-16883-0022,M
20888,6385,F/6385/34655/6385-34655-0022,F
2824,1183,F/1183/133256/1183-133256-0020,F
23262,831,M/831/130746/831-130746-0051,M
5720,6836,M/6836/76549/6836-76549-0021,M
2618,7264,M/7264/92310/7264-92310-0007,M
20836,6385,F/6385/220959/6385-220959-0012,F
5865,7635,F/7635/105409/7635-105409-0034,F
4504,60,M/60/121082/60-121082-0010,M
17394,32,F/32/21634/32-21634-0002,F
13773,7794,F/7794/295948/7794-295948-0002,F
21328,229,M/229/130880/229-130880-0024,M
8938,3830,M/3830/12531/3830-12531-0028,M
24129,5390,M/5390/30102/5390-30102-0004,M
17675,405,M/405/130894/405-130894-0050,M
17865,2836,F/2836/5354/2836-5354-0040,F
18794,3440,F/3440/171009/3440-171009-0038,F
11530,5808,M/5808/48608/5808-48608-0053,M
26455,27,M/27/124992/27-124992-0027,M
20723,3235,F/3235/28452/3235-28452-0014,F
17511,1737,F/1737/148989/1737-148989-0030,F
20290,7078,F/7078/271888/7078-271888-0106,F
18347,248,F/248/130697/248-130697-0007,F
8833,150,F/150/126112/150-126112-0009,F
6634,8838,M/8838/298545/8838-298545-0000,M
3069,625,M/625/132112/625-132112-0007,M
2663,7859,F/7859/102521/7859-102521-0004,F
11475,7800,F/7800/283492/7800-283492-0012,F
10020,3240,M/3240/131232/3240-131232-0039,M
18263,1069,F/1069/133709/1069-133709-0047,F
11953,5652,F/5652/19215/5652-19215-0020,F
10309,211,F/211/122442/211-122442-0044,F
1071,6531,F/6531/61334/6531-61334-0103,F
13781,7794,F/7794/295948/7794-295948-0021,F
16933,2136,M/2136/5140/2136-5140-0036,M
24740,7059,F/7059/77897/7059-77897-0009,F
15279,233,M/233/134440/233-134440-0012,M
5688,458,M/458/126305/458-126305-0042,M
24788,7059,F/7059/77900/7059-77900-0000,F
3093,625,M/625/132112/625-132112-0008,M
16218,78,M/78/369/78-369-0047,M
26457,27,M/27/124992/27-124992-0077,M
23708,1355,M/1355/39947/1355-39947-0089,M
14683,7505,M/7505/258958/7505-258958-0034,M
7257,6019,M/6019/3185/6019-3185-0017,M
26380,911,M/911/130578/911-130578-0019,M
10281,211,F/211/122442/211-122442-0008,F
21896,1098,F/1098/133695/1098-133695-0020,F
9701,374,M/374/180299/374-180299-0039,M
7502,2817,F/2817/142380/2817-142380-0039,F
22264,5104,M/5104/33406/5104-33406-0054,M
26201,3723,M/3723/171631/3723-171631-0006,M
8845,150,F/150/126112/150-126112-0024,F
14390,2391,F/2391/145015/2391-145015-0041,F
14286,5049,M/5049/25947/5049-25947-0009,M
6374,103,F/103/1241/103-1241-0039,F
110,441,F/441/128982/441-128982-0034,F
18475,8123,F/8123/275216/8123-275216-0016,F
7904,6925,M/6925/80680/6925-80680-0064,M
22209,2182,F/2182/150130/2182-150130-0021,F
26395,27,M/27/123349/27-123349-0006,M
24946,8419,M/8419/286667/8419-286667-0021,M
9337,1867,M/1867/148436/1867-148436-0040,M
27165,8629,M/8629/261139/8629-261139-0051,M
26555,298,F/298/126791/298-126791-0025,F
1541,1081,M/1081/125237/1081-125237-0070,M
8316,403,F/403/128339/403-128339-0008,F
28183,8063,M/8063/274115/8063-274115-0031,M
4254,254,M/254/127705/254-127705-0009,M
28169,8063,M/8063/274115/8063-274115-0003,M
814,250,F/250/142286/250-142286-0026,F
17595,1737,F/1737/142397/1737-142397-0019,F
8582,26,M/26/495/26-495-0072,M
10497,6081,M/6081/41998/6081-41998-0038,M
4672,201,M/201/127786/201-127786-0047,M
15120,3374,M/3374/298032/3374-298032-0039,M
398,2952,M/2952/410/2952-410-0002,M
17396,32,F/32/21634/32-21634-0001,F
13592,5463,M/5463/39173/5463-39173-0036,M
6165,1455,M/1455/134435/1455-134435-0031,M
28315,8063,M/8063/274112/8063-274112-0014,M
26565,298,F/298/126791/298-126791-0003,F
24986,8419,M/8419/286676/8419-286676-0016,M
27878,2289,M/2289/152254/2289-152254-0014,M
3273,7278,M/7278/91083/7278-91083-0028,M
25529,2159,M/2159/179154/2159-179154-0004,M
17225,5678,M/5678/43302/5678-43302-0017,M
23402,198,F/198/129977/198-129977-0018,F
12449,7113,F/7113/86041/7113-86041-0101,F
17705,405,M/405/130894/405-130894-0041,M
5229,4640,F/4640/19189/4640-19189-0030,F
7787,2911,M/2911/12359/2911-12359-0021,M
20732,3235,F/3235/11599/3235-11599-0002,F
12124,5456,M/5456/24741/5456-24741-0022,M
16681,2196,F/2196/170379/2196-170379-0022,F
26667,3879,F/3879/174923/3879-174923-0069,F
4119,4051,F/4051/11218/4051-11218-0014,F
15253,5339,F/5339/14133/5339-14133-0024,F
7428,2817,F/2817/142371/2817-142371-0031,F
17544,1737,F/1737/146161/1737-146161-0000,F
23563,4481,F/4481/17499/4481-17499-0025,F
24476,6000,F/6000/55211/6000-55211-0018,F
18276,1069,F/1069/133709/1069-133709-0037,F
6625,8838,M/8838/298545/8838-298545-0041,M
24296,2002,M/2002/139469/2002-139469-0015,M
28021,5393,F/5393/19219/5393-19219-0006,F
2760,7859,F/7859/102518/7859-102518-0032,F
17265,5678,M/5678/43303/5678-43303-0031,M
4772,2989,F/2989/138028/2989-138028-0051,F
26413,27,M/27/123349/27-123349-0047,M
14826,2092,F/2092/145706/2092-145706-0038,F
21043,460,M/460/172359/460-172359-0099,M
9681,8797,M/8797/294123/8797-294123-0031,M
18060,2843,M/2843/152918/2843-152918-0089,M
2033,8770,M/8770/295463/8770-295463-0018,M
11888,7402,M/7402/90848/7402-90848-0049,M
11641,5808,M/5808/54425/5808-54425-0052,M
23281,831,M/831/130746/831-130746-0008,M
21805,3242,M/3242/8112/3242-8112-0038,M
23539,4481,F/4481/17499/4481-17499-0014,F
16275,78,M/78/368/78-368-0037,M
3864,3436,M/3436/172171/3436-172171-0056,M
1801,1040,M/1040/133433/1040-133433-0073,M
7922,6925,M/6925/80680/6925-80680-0081,M
18315,248,F/248/130697/248-130697-0004,F
18047,696,F/696/93314/696-93314-0012,F
27251,4088,F/4088/158077/4088-158077-0017,F
12678,5778,F/5778/54535/5778-54535-0009,F
14137,3607,M/3607/29116/3607-29116-0032,M
4069,587,F/587/41611/587-41611-0012,F
2587,7264,M/7264/92310/7264-92310-0032,M
1811,1040,M/1040/133433/1040-133433-0052,M
10856,1594,M/1594/135914/1594-135914-0011,M
6050,1455,M/1455/138263/1455-138263-0024,M
11265,163,M/163/122947/163-122947-0015,M
15501,8088,M/8088/284756/8088-284756-0053,M
5551,1116,F/1116/137572/1116-137572-0023,F
27209,8629,M/8629/261140/8629-261140-0036,M
17845,2836,F/2836/5354/2836-5354-0037,F
22202,2182,F/2182/150130/2182-150130-0013,F
9066,8108,M/8108/280354/8108-280354-0026,M
8796,4441,M/4441/76262/4441-76262-0015,M
18415,8123,F/8123/275193/8123-275193-0022,F
17035,2136,M/2136/5143/2136-5143-0014,M
6414,1926,F/1926/147979/1926-147979-0004,F
3443,118,M/118/47824/118-47824-0020,M
5184,4640,F/4640/19187/4640-19187-0003,F
2648,7264,M/7264/92314/7264-92314-0022,M
27928,5393,F/5393/19218/5393-19218-0060,F
21811,1098,F/1098/133695/1098-133695-0019,F
14963,1447,F/1447/130551/1447-130551-0023,F
18691,196,M/196/122150/196-122150-0024,M
2885,6437,M/6437/66173/6437-66173-0045,M
9822,8051,F/8051/295385/8051-295385-0018,F
13263,332,M/332/128985/332-128985-0055,M
3168,426,F/426/122821/426-122821-0029,F
10410,6081,M/6081/42010/6081-42010-0034,M
15844,226,F/226/131532/226-131532-0028,F
6880,3214,M/3214/167607/3214-167607-0001,M
19766,1970,F/1970/28415/1970-28415-0000,F
10475,6081,M/6081/41997/6081-41997-0015,M
16724,1898,F/1898/145715/1898-145715-0016,F
17368,6181,M/6181/216552/6181-216552-0060,M
16458,4680,F/4680/16041/4680-16041-0014,F
8878,150,F/150/132655/150-132655-0027,F
2865,6437,M/6437/66172/6437-66172-0018,M
14335,2391,F/2391/145015/2391-145015-0035,F
8318,403,F/403/128339/403-128339-0024,F
16199,5561,F/5561/39621/5561-39621-0036,F
14483,4853,F/4853/27670/4853-27670-0019,F
25001,8419,M/8419/286676/8419-286676-0015,M
26353,911,M/911/128684/911-128684-0064,M
594,6367,M/6367/74004/6367-74004-0011,M
7572,3947,F/3947/13262/3947-13262-0049,F
19081,3486,M/3486/166424/3486-166424-0018,M
15594,8088,M/8088/284756/8088-284756-0019,M
13654,5463,M/5463/39174/5463-39174-0048,M
739,5703,M/5703/47198/5703-47198-0002,M
25032,1553,F/1553/140047/1553-140047-0012,F
11381,1246,F/1246/124550/1246-124550-0015,F
12026,5652,F/5652/39938/5652-39938-0066,F
1937,8312,F/8312/279791/8312-279791-0019,F
3441,118,M/118/47824/118-47824-0072,M
18523,4137,F/4137/11702/4137-11702-0030,F
10468,6081,M/6081/41997/6081-41997-0031,M
15823,226,F/226/131532/226-131532-0030,F
11547,5808,M/5808/48608/5808-48608-0014,M
13574,5463,M/5463/39173/5463-39173-0024,M
6804,1624,M/1624/168623/1624-168623-0032,M
25665,4267,M/4267/78186/4267-78186-0014,M
22185,2182,F/2182/150130/2182-150130-0017,F
25341,89,F/89/218/89-218-0043,F
13485,2764,F/2764/36616/2764-36616-0036,F
7614,3947,F/3947/13260/3947-13260-0023,F
5739,6836,M/6836/76549/6836-76549-0007,M
4321,254,M/254/145458/254-145458-0011,M
13207,7067,M/7067/76047/7067-76047-0036,M
7546,3947,F/3947/13262/3947-13262-0015,F
4524,60,M/60/121082/60-121082-0081,M
6635,8838,M/8838/298545/8838-298545-0024,M
6780,1624,M/1624/168623/1624-168623-0007,M
7292,6019,M/6019/3185/6019-3185-0088,M
15669,6078,F/6078/54013/6078-54013-0030,F
24165,5390,M/5390/30096/5390-30096-0019,M
23151,6454,M/6454/120342/6454-120342-0017,M
9871,8051,F/8051/118101/8051-118101-0007,F
2809,1183,F/1183/133256/1183-133256-0016,F
14623,289,F/289/121652/289-121652-0026,F
18772,3440,F/3440/171009/3440-171009-0077,F
28447,8425,M/8425/287387/8425-287387-0029,M
15332,233,M/233/155990/233-155990-0032,M
10882,1594,M/1594/135914/1594-135914-0113,M
10297,211,F/211/122442/211-122442-0024,F
17450,32,F/32/4137/32-4137-0052,F
11461,7800,F/7800/283492/7800-283492-0040,F
4986,2384,M/2384/152900/2384-152900-0058,M
5356,4160,F/4160/11550/4160-11550-0015,F
8912,150,F/150/126107/150-126107-0032,F
7699,7178,F/7178/34644/7178-34644-0056,F
14022,7226,M/7226/86964/7226-86964-0056,M
14291,5049,M/5049/25947/5049-25947-0123,M
23808,8747,M/8747/293952/8747-293952-0011,M
6300,481,M/481/123720/481-123720-0048,M
27649,909,M/909/131044/909-131044-0018,M
15222,5339,F/5339/14133/5339-14133-0012,F
13557,2764,F/2764/36617/2764-36617-0025,F
26063,5688,F/5688/41232/5688-41232-0004,F
4629,201,M/201/127786/201-127786-0012,M
27100,2436,M/2436/2481/2436-2481-0028,M
7304,6019,M/6019/3185/6019-3185-0059,M
23276,831,M/831/130746/831-130746-0037,M
16820,4813,M/4813/248638/4813-248638-0026,M
10334,211,F/211/122425/211-122425-0063,F
16485,4680,F/4680/16041/4680-16041-0025,F
5802,6836,M/6836/61803/6836-61803-0006,M
9990,3240,M/3240/131231/3240-131231-0038,M
21297,229,M/229/130880/229-130880-0058,M
16994,2136,M/2136/5147/2136-5147-0003,M
14278,5049,M/5049/25947/5049-25947-0018,M
26030,5688,F/5688/41232/5688-41232-0059,F
21322,229,M/229/130880/229-130880-0066,M
5725,6836,M/6836/76549/6836-76549-0011,M
22953,322,F/322/124146/322-124146-0027,F
2658,7859,F/7859/102521/7859-102521-0005,F
11165,3857,M/3857/182315/3857-182315-0022,M
25333,89,F/89/218/89-218-0041,F
6473,1926,F/1926/147987/1926-147987-0022,F
6745,311,M/311/124404/311-124404-0033,M
17968,696,F/696/92939/696-92939-0000,F
523,7447,M/7447/91187/7447-91187-0062,M
7900,6925,M/6925/80680/6925-80680-0044,M
12354,3983,F/3983/5331/3983-5331-0046,F
7145,1723,M/1723/141149/1723-141149-0105,M
15412,1578,F/1578/6379/1578-6379-0030,F
10238,211,F/211/122442/211-122442-0007,F
6674,311,M/311/124404/311-124404-0004,M
28518,8425,M/8425/292520/8425-292520-0020,M
15637,6078,F/6078/54013/6078-54013-0024,F
13173,7067,M/7067/76048/7067-76048-0031,M
24778,7059,F/7059/77900/7059-77900-0038,F
21752,3242,M/3242/67153/3242-67153-0024,M
24849,3982,F/3982/178459/3982-178459-0006,F
2366,5867,F/5867/48852/5867-48852-0075,F
15920,4859,M/4859/26870/4859-26870-0002,M
15316,233,M/233/134440/233-134440-0052,M
294,307,M/307/127540/307-127540-0004,M
7465,2817,F/2817/142371/2817-142371-0028,F
28482,8425,M/8425/246962/8425-246962-0026,M
4592,201,M/201/127786/201-127786-0076,M
21269,229,M/229/130880/229-130880-0008,M
25414,89,F/89/219/89-219-0038,F
7657,7178,F/7178/34645/7178-34645-0036,F
7645,7178,F/7178/34645/7178-34645-0008,F
14463,4853,F/4853/27670/4853-27670-0020,F
20446,8238,F/8238/283452/8238-283452-0025,F
7918,6925,M/6925/80680/6925-80680-0036,M
11721,3664,M/3664/178355/3664-178355-0017,M
19900,5750,M/5750/35690/5750-35690-0010,M
4106,4051,F/4051/11218/4051-11218-0062,F
1987,8770,M/8770/295462/8770-295462-0009,M
2537,4406,M/4406/16882/4406-16882-0014,M
22140,2182,F/2182/181173/2182-181173-0003,F
20402,8238,F/8238/274553/8238-274553-0035,F
16782,1898,F/1898/145724/1898-145724-0035,F
25039,1553,F/1553/140047/1553-140047-0021,F
21922,412,M/412/126975/412-126975-0008,M
12887,6064,F/6064/56165/6064-56165-0027,F
18518,4137,F/4137/11702/4137-11702-0042,F
22760,7302,F/7302/86815/7302-86815-0075,F
6746,311,M/311/124404/311-124404-0043,M
22988,322,F/322/124147/322-124147-0029,F
17353,6181,M/6181/216552/6181-216552-0087,M
21973,412,M/412/126975/412-126975-0021,M
23898,1235,M/1235/135883/1235-135883-0044,M
3032,4362,F/4362/15663/4362-15663-0092,F
20599,7517,F/7517/100429/7517-100429-0003,F
26997,2436,M/2436/2476/2436-2476-0027,M
20561,40,F/40/222/40-222-0022,F
9162,8108,M/8108/274318/8108-274318-0031,M
6991,1034,M/1034/121119/1034-121119-0053,M
25790,5022,F/5022/29411/5022-29411-0020,F
9909,8051,F/8051/119902/8051-119902-0038,F
15102,3374,M/3374/298032/3374-298032-0016,M
27997,5393,F/5393/19219/5393-19219-0033,F
14787,2092,F/2092/145706/2092-145706-0006,F
16833,4813,M/4813/248638/4813-248638-0032,M
26919,8226,M/8226/274369/8226-274369-0031,M
6355,103,F/103/1240/103-1240-0045,F
18997,4788,M/4788/94904/4788-94904-0007,M
8405,403,F/403/126855/403-126855-0013,F
18089,2843,M/2843/152918/2843-152918-0109,M
25399,89,F/89/219/89-219-0033,F
2531,4406,M/4406/16882/4406-16882-0046,M
25054,1553,F/1553/140047/1553-140047-0031,F
10870,1594,M/1594/135914/1594-135914-0074,M
8211,8468,F/8468/294887/8468-294887-0015,F
2903,6437,M/6437/66173/6437-66173-0038,M
18890,4397,M/4397/15666/4397-15666-0005,M
12599,5778,F/5778/12761/5778-12761-0024,F
26871,8226,M/8226/274369/8226-274369-0039,M
18570,4137,F/4137/11701/4137-11701-0044,F
14536,4853,F/4853/29413/4853-29413-0022,F
20864,6385,F/6385/34655/6385-34655-0025,F
26384,27,M/27/123349/27-123349-0000,M
26339,911,M/911/128684/911-128684-0058,M
516,7447,M/7447/91186/7447-91186-0001,M
10638,328,F/328/129766/328-129766-0066,F
25640,4267,M/4267/78186/4267-78186-0020,M
4270,254,M/254/12312/254-12312-0002,M
15758,226,F/226/122538/226-122538-0003,F
24797,3982,F/3982/178459/3982-178459-0050,F
6726,311,M/311/124404/311-124404-0044,M
14796,2092,F/2092/145706/2092-145706-0043,F
1599,1081,M/1081/125237/1081-125237-0097,M
12066,5456,M/5456/62043/5456-62043-0034,M
6593,8838,M/8838/298546/8838-298546-0022,M
3289,7278,M/7278/91083/7278-91083-0030,M
952,6476,F/6476/96661/6476-96661-0016,F
14605,289,F/289/121665/289-121665-0041,F
7747,7178,F/7178/34644/7178-34644-0061,F
12362,3983,F/3983/5331/3983-5331-0042,F
23651,1355,M/1355/39947/1355-39947-0085,M
2213,2007,F/2007/132570/2007-132570-0038,F
13174,7067,M/7067/76048/7067-76048-0056,M
15672,6078,F/6078/54013/6078-54013-0061,F
20940,7511,F/7511/102419/7511-102419-0053,F
18450,8123,F/8123/275209/8123-275209-0005,F
25850,5022,F/5022/29411/5022-29411-0037,F
17131,6209,M/6209/34601/6209-34601-0030,M
8548,730,F/730/358/730-358-0044,F
14822,2092,F/2092/145706/2092-145706-0049,F
24914,8419,M/8419/293473/8419-293473-0010,M
9322,4014,M/4014/186179/4014-186179-0022,M
18571,4137,F/4137/11701/4137-11701-0050,F
13896,1263,F/1263/139804/1263-139804-0010,F
19265,669,F/669/129061/669-129061-0059,F
11608,5808,M/5808/54425/5808-54425-0006,M
26191,3723,M/3723/171631/3723-171631-0020,M
2395,5867,F/5867/48852/5867-48852-0005,F
17481,32,F/32/21631/32-21631-0007,F
14638,289,F/289/121652/289-121652-0030,F
22208,2182,F/2182/150130/2182-150130-0032,F
10289,211,F/211/122442/211-122442-0048,F
18822,3440,F/3440/171006/3440-171006-0028,F
25767,302,F/302/123516/302-123516-0034,F
9345,1867,M/1867/148436/1867-148436-0041,M
7206,6019,M/6019/3185/6019-3185-0047,M
11443,7800,F/7800/283493/7800-283493-0024,F
1104,6531,F/6531/61334/6531-61334-0083,F
19172,3486,M/3486/166446/3486-166446-0012,M
18152,2843,M/2843/152918/2843-152918-0058,M
10123,19,F/19/227/19-227-0063,F
19524,1502,F/1502/122619/1502-122619-0079,F
10345,211,F/211/122425/211-122425-0007,F
25906,83,F/83/3054/83-3054-0013,F
21300,229,M/229/130880/229-130880-0046,M
17316,6181,M/6181/216552/6181-216552-0077,M
12361,3983,F/3983/5331/3983-5331-0052,F
14601,289,F/289/121665/289-121665-0001,F
17593,1737,F/1737/142397/1737-142397-0027,F
22132,2182,F/2182/181173/2182-181173-0025,F
8232,8468,F/8468/295198/8468-295198-0017,F
13798,4340,F/4340/15220/4340-15220-0069,F
23719,1355,M/1355/39947/1355-39947-0029,M
25856,5022,F/5022/29411/5022-29411-0008,F
9235,4014,M/4014/186176/4014-186176-0031,M
9564,200,F/200/124139/200-124139-0037,F
9254,4014,M/4014/186175/4014-186175-0029,M
13365,1841,F/1841/159771/1841-159771-0009,F
16431,3699,M/3699/19401/3699-19401-0006,M
7587,3947,F/3947/13262/3947-13262-0033,F
12507,5514,F/5514/19192/5514-19192-0033,F
638,6367,M/6367/65536/6367-65536-0004,M
1077,6531,F/6531/61334/6531-61334-0023,F
23290,831,M/831/130746/831-130746-0017,M
10094,4214,F/4214/7146/4214-7146-0040,F
2861,6437,M/6437/66172/6437-66172-0017,M
23084,6454,M/6454/107462/6454-107462-0007,M
9467,200,F/200/126784/200-126784-0023,F
9730,374,M/374/180299/374-180299-0015,M
18185,1069,F/1069/133699/1069-133699-0037,F
24952,8419,M/8419/286667/8419-286667-0029,M
25359,89,F/89/218/89-218-0056,F
28177,8063,M/8063/274115/8063-274115-0030,M
19318,1743,M/1743/142914/1743-142914-0003,M
11423,7800,F/7800/283493/7800-283493-0026,F
99,441,F/441/128982/441-128982-0019,F
28402,87,F/87/121553/87-121553-0023,F
282,307,M/307/127540/307-127540-0022,M
8731,4441,M/4441/76263/4441-76263-0045,M
