,Class,duration,key,salience
3410,engine_idling,4.0,1/engine_idling/6988-5-0-0,1
2124,drilling,4.0,1/drilling/180126-4-4-2,1
1727,siren,4.0,1/siren/102871-8-0-4,1
8406,air_conditioner,4.0,1/air_conditioner/189988-0-0-0,1
1116,jackhammer,4.0,1/jackhammer/162134-7-12-0,1
999,street_music,4.0,1/street_music/136558-9-1-26,1
2974,street_music,4.0,1/street_music/182103-9-0-47,1
5865,air_conditioner,4.0,1/air_conditioner/204240-0-0-14,1
2195,gun_shot,2.6302169999999983,1/gun_shot/197320-6-10-0,1
3572,drilling,4.0,1/drilling/128607-4-0-4,1
7365,siren,4.0,1/siren/157868-8-0-23,1
4706,air_conditioner,4.0,1/air_conditioner/121286-0-0-7,1
7487,gun_shot,2.558383,1/gun_shot/174285-6-0-0,1
2230,engine_idling,4.0,1/engine_idling/201652-5-4-8,1
2607,drilling,4.0,1/drilling/103199-4-2-10,1
4918,jackhammer,4.0,1/jackhammer/178260-7-1-0,1
553,street_music,4.0,1/street_music/191431-9-0-26,1
6277,street_music,4.0,1/street_music/101848-9-0-9,1
6834,street_music,4.0,1/street_music/21683-9-0-34,1
7138,engine_idling,4.0,1/engine_idling/113202-5-0-21,1
5537,air_conditioner,4.0,1/air_conditioner/121285-0-0-5,1
872,street_music,4.0,1/street_music/99180-9-0-7,1
913,engine_idling,4.0,1/engine_idling/102857-5-0-28,1
643,street_music,4.0,1/street_music/26270-9-0-32,1
7683,drilling,2.036538,1/drilling/42324-4-0-0,1
3635,engine_idling,3.9999999999999982,1/engine_idling/144007-5-0-19,1
1854,air_conditioner,4.0,1/air_conditioner/146690-0-0-140,1
3942,jackhammer,4.0,1/jackhammer/171305-7-7-0,1
5017,drilling,4.0,1/drilling/180125-4-3-10,1
4372,air_conditioner,4.0,1/air_conditioner/55018-0-0-194,1
4596,jackhammer,4.0,1/jackhammer/104998-7-18-3,1
7852,drilling,4.0,1/drilling/76085-4-0-14,1
8006,jackhammer,4.0,1/jackhammer/105029-7-3-5,1
7217,jackhammer,4.000000000000001,1/jackhammer/125678-7-0-9,1
1142,jackhammer,4.0,1/jackhammer/162134-7-3-0,1
7875,air_conditioner,4.0,1/air_conditioner/80589-0-0-0,1
1060,engine_idling,4.0,1/engine_idling/15544-5-0-16,1
6003,engine_idling,4.0,1/engine_idling/39884-5-0-5,1
3627,engine_idling,4.0,1/engine_idling/144007-5-0-11,1
1256,jackhammer,4.0,1/jackhammer/178261-7-3-5,1
1704,drilling,4.0,1/drilling/99192-4-0-49,1
2211,engine_idling,4.0,1/engine_idling/201652-5-2-0,1
6561,engine_idling,4.0,1/engine_idling/168846-5-0-2,1
1289,drilling,4.0,1/drilling/180127-4-0-9,1
7407,air_conditioner,4.0,1/air_conditioner/162103-0-0-13,1
4542,air_conditioner,4.0,1/air_conditioner/100852-0-0-27,1
3298,jackhammer,4.0,1/jackhammer/62837-7-0-17,1
6403,drilling,4.0,1/drilling/130961-4-4-0,1
6904,drilling,4.0,1/drilling/50415-4-0-0,1
4547,air_conditioner,4.0,1/air_conditioner/100852-0-0-4,1
4011,air_conditioner,4.0,1/air_conditioner/185709-0-0-4,1
1866,air_conditioner,4.0,1/air_conditioner/146690-0-0-64,1
3349,jackhammer,4.0,1/jackhammer/62837-7-1-62,1
7709,engine_idling,4.000000000000006,1/engine_idling/50668-5-5-2,1
3066,engine_idling,4.0,1/engine_idling/195451-5-0-7,1
3359,jackhammer,4.0,1/jackhammer/62837-7-1-84,1
1119,jackhammer,4.0,1/jackhammer/162134-7-12-3,1
4540,air_conditioner,4.0,1/air_conditioner/100852-0-0-25,1
3293,street_music,4.0,1/street_music/61791-9-1-44,1
3856,engine_idling,4.0,1/engine_idling/16692-5-0-0,1
1764,engine_idling,3.9999999999999987,1/engine_idling/106015-5-0-8,1
286,siren,4.0,1/siren/157867-8-0-8,1
3212,drilling,4.0,1/drilling/37560-4-0-1,1
5030,drilling,4.0,1/drilling/180128-4-4-0,1
8082,drilling,4.0,1/drilling/14111-4-0-4,1
8371,engine_idling,4.0,1/engine_idling/18592-5-0-0,1
7708,engine_idling,4.000000000000006,1/engine_idling/50668-5-5-1,1
1540,air_conditioner,4.0,1/air_conditioner/73524-0-0-126,1
8720,jackhammer,4.0,1/jackhammer/98859-7-2-2,1
8549,drilling,4.0,1/drilling/54976-4-1-1,1
6489,engine_idling,4.0,1/engine_idling/149193-5-0-2,1
4768,engine_idling,4.0,1/engine_idling/156634-5-2-4,1
2844,jackhammer,3.9138660000000014,1/jackhammer/165039-7-1-0,1
4631,engine_idling,4.0,1/engine_idling/106487-5-0-2,1
1851,air_conditioner,4.0,1/air_conditioner/146690-0-0-117,1
7390,drilling,4.000000000000002,1/drilling/161129-4-0-15,1
6063,drilling,4.0,1/drilling/58005-4-0-34,1
616,street_music,4.0,1/street_music/21684-9-0-25,1
6190,engine_idling,4.0,1/engine_idling/83680-5-0-1,1
5105,siren,4.0,1/siren/203913-8-0-0,1
6997,drilling,4.0,1/drilling/71529-4-0-2,1
6514,street_music,4.0,1/street_music/157940-9-0-3,1
2873,engine_idling,4.0,1/engine_idling/166101-5-0-0,1
5862,air_conditioner,4.0,1/air_conditioner/204240-0-0-11,1
628,car_horn,4.0,1/car_horn/24074-1-0-11,1
4704,air_conditioner,4.0,1/air_conditioner/121286-0-0-5,1
3163,drilling,4.0,1/drilling/29721-4-0-11,1
7449,drilling,2.2498460000000198,1/drilling/168037-4-4-0,1
4607,jackhammer,4.0,1/jackhammer/104998-7-3-1,1
4659,siren,4.0,1/siren/111671-8-0-20,1
3562,engine_idling,4.0,1/engine_idling/128160-5-0-4,1
4389,street_music,4.0,1/street_music/55728-9-0-34,1
27,jackhammer,4.000000000000006,1/jackhammer/103074-7-4-3,1
4799,gun_shot,2.018288,1/gun_shot/159701-6-6-0,1
5037,drilling,4.0,1/drilling/180128-4-7-3,1
2713,gun_shot,2.200990000000001,1/gun_shot/135526-6-6-0,1
4490,engine_idling,4.0,1/engine_idling/81068-5-0-1,1
4759,engine_idling,4.0,1/engine_idling/156634-5-0-6,1
7276,drilling,4.0,1/drilling/139000-4-0-0,1
7214,jackhammer,4.000000000000001,1/jackhammer/125678-7-0-6,1
1410,street_music,4.0,1/street_music/202334-9-0-106,1
5889,air_conditioner,4.0,1/air_conditioner/204240-0-0-6,1
2730,engine_idling,4.0,1/engine_idling/144068-5-0-14,1
3460,siren,4.0,1/siren/90014-8-0-1,1
4764,engine_idling,4.0,1/engine_idling/156634-5-2-0,1
5693,street_music,4.000000000000006,1/street_music/155127-9-1-27,1
3324,jackhammer,4.0,1/jackhammer/62837-7-1-24,1
1277,drilling,4.000000000000002,1/drilling/180127-4-0-17,1
2508,drilling,4.0,1/drilling/76086-4-0-36,1
2936,engine_idling,4.0,1/engine_idling/17853-5-0-10,1
4772,engine_idling,4.0,1/engine_idling/156634-5-2-8,1
4948,jackhammer,2.9247640000000104,1/jackhammer/178260-7-6-0,1
1362,air_conditioner,4.0,1/air_conditioner/189982-0-0-44,1
1184,siren,4.0,1/siren/165166-8-0-5,1
4904,engine_idling,4.0,1/engine_idling/17578-5-0-4,1
898,engine_idling,4.0,1/engine_idling/102857-5-0-14,1
7404,air_conditioner,4.0,1/air_conditioner/162103-0-0-10,1
4776,siren,4.0,1/siren/156869-8-0-11,1
1690,drilling,4.0,1/drilling/99192-4-0-24,1
4754,engine_idling,4.0,1/engine_idling/156634-5-0-12,1
8607,engine_idling,4.0,1/engine_idling/62567-5-1-0,1
3248,street_music,4.0,1/street_music/49485-9-0-154,1
1152,jackhammer,4.0,1/jackhammer/162134-7-8-4,1
6465,air_conditioner,4.0,1/air_conditioner/146845-0-0-6,1
7688,drilling,3.9999999999999987,1/drilling/42324-4-2-3,1
3068,engine_idling,4.000000000000001,1/engine_idling/195451-5-0-9,1
2944,engine_idling,4.000000000000004,1/engine_idling/17853-5-0-4,1
2753,engine_idling,4.0,1/engine_idling/144068-5-4-7,1
2535,drilling,3.342693000000004,1/drilling/77751-4-8-0,1
8066,drilling,4.0,1/drilling/137815-4-0-0,1
7173,engine_idling,4.0,1/engine_idling/113216-5-0-0,1
7894,engine_idling,4.0,1/engine_idling/91209-5-1-1,1
6690,street_music,4.0,1/street_music/181102-9-0-23,1
8561,drilling,3.9999999999999987,1/drilling/58937-4-0-7,1
1539,air_conditioner,4.0,1/air_conditioner/73524-0-0-114,1
2020,street_music,4.0,1/street_music/168713-9-0-32,1
3341,jackhammer,4.0,1/jackhammer/62837-7-1-5,1
8041,drilling,4.000000000000002,1/drilling/127538-4-2-0,1
3064,engine_idling,4.0,1/engine_idling/195451-5-0-5,1
2846,jackhammer,4.0,1/jackhammer/165039-7-10-1,1
2973,street_music,4.0,1/street_music/182103-9-0-26,1
1347,air_conditioner,4.0,1/air_conditioner/189982-0-0-2,1
802,street_music,4.0,1/street_music/77766-9-0-3,1
5468,drilling,4.0,1/drilling/107842-4-0-2,1
6927,drilling,4.0,1/drilling/518-4-0-1,1
6401,drilling,4.000000000000028,1/drilling/130961-4-3-1,1
5905,drilling,4.0,1/drilling/24364-4-0-12,1
7096,jackhammer,2.8197380000000014,1/jackhammer/97606-7-2-0,1
7095,jackhammer,2.7849249999999994,1/jackhammer/97606-7-1-0,1
3687,air_conditioner,4.0,1/air_conditioner/146709-0-0-26,1
2735,engine_idling,4.0,1/engine_idling/144068-5-0-2,1
1559,air_conditioner,4.0,1/air_conditioner/73524-0-0-98,1
3055,engine_idling,4.0,1/engine_idling/195451-5-0-16,1
496,jackhammer,4.0,1/jackhammer/180937-7-2-9,1
710,drilling,4.0,1/drilling/55020-4-0-1,1
901,engine_idling,4.0,1/engine_idling/102857-5-0-17,1
3320,jackhammer,4.0,1/jackhammer/62837-7-1-18,1
5011,drilling,4.0,1/drilling/180125-4-2-13,1
7160,engine_idling,4.0,1/engine_idling/113203-5-0-7,1
8486,engine_idling,4.0,1/engine_idling/39856-5-0-20,1
1703,drilling,4.0,1/drilling/99192-4-0-48,1
5843,street_music,4.0,1/street_music/194321-9-0-6,1
3555,engine_idling,4.0,1/engine_idling/128160-5-0-11,1
3681,air_conditioner,4.0,1/air_conditioner/146709-0-0-17,1
3057,engine_idling,4.0,1/engine_idling/195451-5-0-18,1
7250,jackhammer,4.0,1/jackhammer/125678-7-4-6,1
7982,jackhammer,4.0,1/jackhammer/105029-7-1-8,1
2460,street_music,4.000000000000001,1/street_music/74226-9-0-6,1
4582,jackhammer,4.0,1/jackhammer/104998-7-16-10,1
1548,air_conditioner,4.0,1/air_conditioner/73524-0-0-31,1
3392,drilling,4.0,1/drilling/66622-4-0-3,1
4373,air_conditioner,4.000000000000001,1/air_conditioner/55018-0-0-2,1
2208,engine_idling,4.0,1/engine_idling/201652-5-0-2,1
6009,street_music,4.0,1/street_music/42955-9-0-19,1
424,engine_idling,4.0,1/engine_idling/176787-5-0-6,1
6825,engine_idling,4.0,1/engine_idling/209992-5-3-6,1
8531,car_horn,4.0,1/car_horn/54187-1-0-1,1
4610,jackhammer,4.0,1/jackhammer/104998-7-7-4,1
5709,gun_shot,2.357464,1/gun_shot/158979-6-0-0,1
6383,drilling,4.0,1/drilling/127443-4-0-11,1
7094,jackhammer,3.167853,1/jackhammer/97606-7-0-0,1
8322,drilling,2.2135539999999985,1/drilling/180029-4-9-0,1
5124,engine_idling,4.0,1/engine_idling/203962-5-0-0,1
3643,engine_idling,4.000000000000001,1/engine_idling/144007-5-0-7,1
1179,siren,4.0,1/siren/165166-8-0-0,1
1278,drilling,4.000000000000002,1/drilling/180127-4-0-18,1
477,jackhammer,4.0,1/jackhammer/180937-7-1-15,1
2118,drilling,4.0,1/drilling/180126-4-1-1,1
416,engine_idling,4.0,1/engine_idling/176787-5-0-26,1
6067,drilling,4.0,1/drilling/58005-4-0-45,1
2474,air_conditioner,4.0,1/air_conditioner/74507-0-0-12,1
1785,engine_idling,4.0,1/engine_idling/113201-5-0-4,1
1489,engine_idling,4.0,1/engine_idling/39847-5-0-0,1
408,engine_idling,4.0,1/engine_idling/176787-5-0-19,1
3752,engine_idling,4.0,1/engine_idling/154758-5-0-7,1
2593,street_music,4.0,1/street_music/98202-9-0-4,1
8608,engine_idling,4.0,1/engine_idling/62567-5-1-1,1
4526,air_conditioner,4.0,1/air_conditioner/100852-0-0-12,1
4137,jackhammer,4.0,1/jackhammer/22883-7-58-0,1
118,engine_idling,4.0,1/engine_idling/119455-5-0-5,1
2228,engine_idling,4.0,1/engine_idling/201652-5-4-6,1
6905,drilling,4.0,1/drilling/50415-4-0-1,1
164,air_conditioner,4.0,1/air_conditioner/134717-0-0-9,1
1878,air_conditioner,4.0,1/air_conditioner/147926-0-0-10,1
1185,siren,4.0,1/siren/165166-8-0-6,1
4882,engine_idling,4.0,1/engine_idling/17578-5-0-12,1
968,engine_idling,4.0,1/engine_idling/118558-5-0-2,1
152,air_conditioner,4.0,1/air_conditioner/134717-0-0-22,1
159,air_conditioner,4.0,1/air_conditioner/134717-0-0-4,1
8104,street_music,4.0,1/street_music/145390-9-0-34,1
3080,car_horn,4.000000000000001,1/car_horn/199769-1-0-13,1
5508,engine_idling,4.0,1/engine_idling/111386-5-1-2,1
4775,siren,4.0,1/siren/156869-8-0-10,1
6386,drilling,4.0,1/drilling/127443-4-0-3,1
4696,air_conditioner,4.0,1/air_conditioner/121286-0-0-11,1
1062,engine_idling,4.0,1/engine_idling/15544-5-0-18,1
1349,air_conditioner,4.0,1/air_conditioner/189982-0-0-23,1
8165,siren,4.0,1/siren/157866-8-0-2,1
3090,car_horn,4.0,1/car_horn/199769-1-0-6,1
1150,jackhammer,4.0,1/jackhammer/162134-7-8-2,1
6767,engine_idling,4.0,1/engine_idling/201988-5-0-19,1
7991,jackhammer,4.0,1/jackhammer/105029-7-2-15,1
5747,drilling,3.999999999999997,1/drilling/166931-4-1-6,1
1747,engine_idling,4.0,1/engine_idling/106015-5-0-10,1
3624,engine_idling,4.0,1/engine_idling/144007-5-0-0,1
5489,street_music,4.0,1/street_music/110868-9-0-15,1
3561,engine_idling,4.0,1/engine_idling/128160-5-0-3,1
7949,engine_idling,4.0,1/engine_idling/103249-5-0-14,1
1758,engine_idling,4.000000000000002,1/engine_idling/106015-5-0-20,1
6069,drilling,4.0,1/drilling/58005-4-0-55,1
4871,street_music,4.0,1/street_music/172460-9-0-31,1
6693,street_music,4.0,1/street_music/181102-9-0-97,1
409,engine_idling,4.0,1/engine_idling/176787-5-0-2,1
6919,drilling,4.0,1/drilling/50629-4-1-9,1
789,street_music,4.0,1/street_music/73277-9-0-0,1
2192,street_music,4.0,1/street_music/196384-9-0-27,1
1724,siren,4.0,1/siren/102871-8-0-15,1
557,street_music,4.0,1/street_music/191431-9-0-73,1
3564,engine_idling,4.0,1/engine_idling/128160-5-0-6,1
3312,jackhammer,4.0,1/jackhammer/62837-7-0-4,1
1754,engine_idling,4.0,1/engine_idling/106015-5-0-17,1
1498,engine_idling,4.0,1/engine_idling/39847-5-0-6,1
176,street_music,4.0,1/street_music/137156-9-0-5,1
492,jackhammer,4.0,1/jackhammer/180937-7-2-5,1
3335,jackhammer,4.0,1/jackhammer/62837-7-1-4,1
4916,street_music,4.0,1/street_music/178099-9-0-7,1
2203,gun_shot,2.399495999999999,1/gun_shot/197320-6-7-0,1
7218,jackhammer,4.0,1/jackhammer/125678-7-1-0,1
3394,drilling,4.0,1/drilling/66622-4-0-5,1
640,street_music,4.0,1/street_music/26270-9-0-23,1
2610,drilling,4.0,1/drilling/103199-4-2-3,1
6549,street_music,4.0,1/street_music/165192-9-0-87,1
7641,jackhammer,3.546682,1/jackhammer/33340-7-0-0,1
6111,drilling,4.0,1/drilling/66623-4-0-2,1
5766,drilling,3.9999999999999982,1/drilling/167701-4-4-0,1
8056,gun_shot,2.947182,1/gun_shot/136399-6-3-0,1
7455,street_music,4.0,1/street_music/16860-9-0-26,1
3637,engine_idling,3.9999999999999982,1/engine_idling/144007-5-0-20,1
1135,jackhammer,4.0,1/jackhammer/162134-7-16-1,1
7972,jackhammer,4.0,1/jackhammer/105029-7-1-10,1
814,drilling,4.0,1/drilling/78360-4-0-17,1
3350,jackhammer,4.0,1/jackhammer/62837-7-1-63,1
3739,engine_idling,4.0,1/engine_idling/154758-5-0-14,1
8560,drilling,4.000000000000001,1/drilling/58937-4-0-4,1
1689,drilling,4.0,1/drilling/99192-4-0-20,1
6065,drilling,4.0,1/drilling/58005-4-0-41,1
4655,siren,4.0,1/siren/111671-8-0-17,1
812,drilling,4.0,1/drilling/78360-4-0-15,1
1104,jackhammer,4.0,1/jackhammer/162134-7-10-0,1
6289,drilling,4.0,1/drilling/104625-4-0-29,1
3514,car_horn,4.0,1/car_horn/9674-1-0-0,1
4641,street_music,4.0,1/street_music/109263-9-0-61,1
3858,engine_idling,4.0,1/engine_idling/16692-5-0-10,1
6813,engine_idling,4.0,1/engine_idling/209992-5-2-26,1
8602,engine_idling,4.0,1/engine_idling/62567-5-0-5,1
6454,air_conditioner,4.0,1/air_conditioner/146845-0-0-25,1
7149,engine_idling,4.0,1/engine_idling/113202-5-0-6,1
686,drilling,4.0,1/drilling/46669-4-0-39,1
691,drilling,4.0,1/drilling/46669-4-0-54,1
1763,engine_idling,3.9999999999999987,1/engine_idling/106015-5-0-7,1
1057,engine_idling,4.0,1/engine_idling/15544-5-0-13,1
489,jackhammer,4.0,1/jackhammer/180937-7-2-2,1
3242,drilling,4.0,1/drilling/42937-4-0-2,1
2197,gun_shot,2.7686489999999964,1/gun_shot/197320-6-12-0,1
7999,jackhammer,4.0,1/jackhammer/105029-7-2-8,1
1600,street_music,4.0,1/street_music/77901-9-0-3,1
4651,siren,3.9999999999999987,1/siren/111671-8-0-13,1
6007,street_music,4.0,1/street_music/42955-9-0-14,1
4887,engine_idling,4.0,1/engine_idling/17578-5-0-2,1
6162,engine_idling,4.0,1/engine_idling/78651-5-0-0,1
370,gun_shot,2.321366,1/gun_shot/174290-6-2-0,1
1175,street_music,4.0,1/street_music/164377-9-1-43,1
6031,air_conditioner,4.0,1/air_conditioner/47160-0-0-3,1
3639,engine_idling,4.0,1/engine_idling/144007-5-0-3,1
6704,engine_idling,4.0,1/engine_idling/186936-5-0-1,1
5999,engine_idling,4.0,1/engine_idling/39884-5-0-1,1
5397,street_music,4.0,1/street_music/83196-9-0-14,1
1492,engine_idling,4.0,1/engine_idling/39847-5-0-11,1
1082,gun_shot,2.0897040000000007,1/gun_shot/157207-6-9-0,1
7136,engine_idling,4.0,1/engine_idling/113202-5-0-2,1
5053,jackhammer,4.0,1/jackhammer/187920-7-1-0,1
3307,jackhammer,4.0,1/jackhammer/62837-7-0-3,1
1590,drilling,4.0,1/drilling/74922-4-0-1,1
8083,drilling,4.000000000000001,1/drilling/14111-4-0-5,1
4551,air_conditioner,4.0,1/air_conditioner/100852-0-0-8,1
4755,engine_idling,4.0,1/engine_idling/156634-5-0-2,1
7137,engine_idling,4.0,1/engine_idling/113202-5-0-20,1
4762,engine_idling,4.0,1/engine_idling/156634-5-0-9,1
8101,street_music,4.0,1/street_music/145390-9-0-22,1
1329,jackhammer,4.0,1/jackhammer/188813-7-11-0,1
2513,drilling,4.0,1/drilling/76086-4-0-55,1
2489,air_conditioner,4.0,1/air_conditioner/74507-0-0-3,1
6560,engine_idling,4.0,1/engine_idling/168846-5-0-1,1
4397,street_music,4.0,1/street_music/60608-9-0-5,1
5143,drilling,3.3447660000000017,1/drilling/205874-4-7-0,1
3215,drilling,4.0,1/drilling/37560-4-0-4,1
3873,air_conditioner,4.0,1/air_conditioner/166942-0-0-14,1
1151,jackhammer,4.0,1/jackhammer/162134-7-8-3,1
687,drilling,4.0,1/drilling/46669-4-0-4,1
2512,drilling,4.0,1/drilling/76086-4-0-53,1
3943,jackhammer,4.0,1/jackhammer/171305-7-8-0,1
807,drilling,4.0,1/drilling/78360-4-0-0,1
937,street_music,4.0,1/street_music/115241-9-0-9,1
467,jackhammer,4.0,1/jackhammer/180937-7-0-4,1
407,engine_idling,4.0,1/engine_idling/176787-5-0-18,1
7024,drilling,4.000000000000001,1/drilling/74965-4-0-3,1
248,street_music,4.0,1/street_music/155202-9-0-124,1
2587,street_music,4.0,1/street_music/96920-9-0-8,1
4924,jackhammer,4.000000000000001,1/jackhammer/178260-7-1-5,1
3674,drilling,4.0,1/drilling/144351-4-3-3,1
4101,jackhammer,2.3141650000000027,1/jackhammer/22883-7-10-0,1
6880,engine_idling,3.9999999999999982,1/engine_idling/39857-5-1-3,1
5541,air_conditioner,4.0,1/air_conditioner/121285-0-0-9,1
3193,jackhammer,3.999999999999997,1/jackhammer/31884-7-1-0,1
2754,engine_idling,4.0,1/engine_idling/144068-5-4-8,1
5160,engine_idling,4.0,1/engine_idling/23219-5-0-8,1
5698,street_music,4.0,1/street_music/155212-9-1-85,1
2529,drilling,3.815030000000002,1/drilling/77751-4-2-0,1
6487,engine_idling,4.0,1/engine_idling/149193-5-0-0,1
5052,jackhammer,3.153491,1/jackhammer/187920-7-0-0,1
916,engine_idling,4.0,1/engine_idling/102857-5-0-30,1
2014,drilling,4.0,1/drilling/165643-4-0-0,1
2729,engine_idling,4.0,1/engine_idling/144068-5-0-13,1
3056,engine_idling,4.0,1/engine_idling/195451-5-0-17,1
7993,jackhammer,4.0,1/jackhammer/105029-7-2-2,1
2584,street_music,4.0,1/street_music/96920-9-0-13,1
821,drilling,4.0,1/drilling/78360-4-0-23,1
3360,jackhammer,4.0,1/jackhammer/62837-7-1-9,1
7606,drilling,3.9999999999999987,1/drilling/205610-4-0-1,1
1550,air_conditioner,4.0,1/air_conditioner/73524-0-0-5,1
6998,drilling,3.9999999999999982,1/drilling/71529-4-1-0,1
7587,street_music,4.0,1/street_music/194733-9-0-14,1
2809,street_music,4.0,1/street_music/155227-9-0-20,1
1123,jackhammer,4.0,1/jackhammer/162134-7-13-2,1
5758,drilling,4.0,1/drilling/166931-4-4-3,1
7460,street_music,4.000000000000001,1/street_music/16860-9-0-8,1
5990,engine_idling,4.0,1/engine_idling/39852-5-0-0,1
1554,air_conditioner,4.0,1/air_conditioner/73524-0-0-63,1
4392,street_music,4.0,1/street_music/60608-9-0-0,1
2194,gun_shot,2.0303419999999996,1/gun_shot/197320-6-1-0,1
3292,street_music,4.0,1/street_music/61791-9-1-42,1
4771,engine_idling,4.0,1/engine_idling/156634-5-2-7,1
3508,engine_idling,3.137255,1/engine_idling/95077-5-0-0,1
3082,car_horn,4.0,1/car_horn/199769-1-0-15,1
4603,jackhammer,4.0,1/jackhammer/104998-7-19-9,1
934,street_music,4.0,1/street_music/115241-9-0-20,1
7415,air_conditioner,4.0,1/air_conditioner/162103-0-0-5,1
1275,drilling,4.0,1/drilling/180127-4-0-15,1
7030,jackhammer,4.0,1/jackhammer/77751-7-0-1,1
3081,car_horn,4.000000000000001,1/car_horn/199769-1-0-14,1
6390,drilling,4.0,1/drilling/127443-4-0-7,1
1853,air_conditioner,4.0,1/air_conditioner/146690-0-0-137,1
3083,car_horn,4.0,1/car_horn/199769-1-0-16,1
85,engine_idling,4.0,1/engine_idling/113205-5-1-6,1
2221,engine_idling,4.000000000000013,1/engine_idling/201652-5-3-4,1
3221,jackhammer,4.0,1/jackhammer/42097-7-0-0,1
399,engine_idling,4.0,1/engine_idling/176787-5-0-10,1
6722,air_conditioner,4.0,1/air_conditioner/189981-0-0-9,1
3483,street_music,4.0,1/street_music/94631-9-1-2,1
2161,air_conditioner,4.0,1/air_conditioner/189991-0-0-3,1
1888,air_conditioner,4.0,1/air_conditioner/147926-0-0-34,1
4705,air_conditioner,4.0,1/air_conditioner/121286-0-0-6,1
3054,engine_idling,4.0,1/engine_idling/195451-5-0-15,1
5471,drilling,4.000000000000004,1/drilling/107842-4-2-1,1
4533,air_conditioner,4.0,1/air_conditioner/100852-0-0-19,1
2725,engine_idling,4.0,1/engine_idling/144068-5-0-1,1
1022,drilling,2.046729,1/drilling/146244-4-0-0,1
1242,gun_shot,3.4882690000000007,1/gun_shot/174292-6-2-0,1
5172,engine_idling,4.0,1/engine_idling/26184-5-4-0,1
1339,jackhammer,2.1323349999999976,1/jackhammer/188813-7-8-0,1
3309,jackhammer,4.0,1/jackhammer/62837-7-0-31,1
1252,jackhammer,4.0,1/jackhammer/178261-7-3-1,1
4883,engine_idling,4.0,1/engine_idling/17578-5-0-14,1
6968,siren,4.0,1/siren/62878-8-0-2,1
3730,drilling,3.999999999999997,1/drilling/151005-4-3-2,1
5477,street_music,4.0,1/street_music/108638-9-0-1,1
63,street_music,4.0,1/street_music/108041-9-0-11,1
7468,air_conditioner,4.0,1/air_conditioner/170022-0-0-0,1
3250,street_music,3.999999999999997,1/street_music/49485-9-0-28,1
3190,jackhammer,4.0,1/jackhammer/31884-7-0-1,1
7371,siren,4.0,1/siren/157868-8-0-4,1
1132,jackhammer,4.0,1/jackhammer/162134-7-15-3,1
1760,engine_idling,3.9999999999999987,1/engine_idling/106015-5-0-4,1
630,car_horn,4.0,1/car_horn/24074-1-0-13,1
1597,street_music,4.0,1/street_music/77901-9-0-0,1
3513,drilling,4.0,1/drilling/95562-4-3-1,1
1139,jackhammer,4.0,1/jackhammer/162134-7-17-3,1
3251,street_music,4.0,1/street_music/49485-9-0-91,1
4758,engine_idling,4.0,1/engine_idling/156634-5-0-5,1
5076,street_music,4.0,1/street_music/194910-9-0-65,1
7451,drilling,2.2735279999999993,1/drilling/168037-4-6-0,1
7208,jackhammer,4.0,1/jackhammer/125678-7-0-0,1
6463,air_conditioner,4.0,1/air_conditioner/146845-0-0-36,1
4133,jackhammer,4.0,1/jackhammer/22883-7-49-3,1
8136,street_music,4.0,1/street_music/155044-9-0-11,1
37,engine_idling,4.0,1/engine_idling/103258-5-0-14,1
5466,drilling,4.0,1/drilling/107842-4-0-0,1
1309,drilling,4.0,1/drilling/187863-4-0-0,1
7368,siren,4.0,1/siren/157868-8-0-26,1
2451,jackhammer,3.9999999999999982,1/jackhammer/73623-7-3-0,1
3556,engine_idling,4.0,1/engine_idling/128160-5-0-12,1
1884,air_conditioner,4.0,1/air_conditioner/147926-0-0-20,1
4615,jackhammer,4.0,1/jackhammer/104998-7-8-15,1
5968,drilling,4.0,1/drilling/34643-4-2-0,1
4636,street_music,4.0,1/street_music/108357-9-0-44,1
6128,drilling,4.0,1/drilling/71088-4-0-0,1
5886,air_conditioner,4.0,1/air_conditioner/204240-0-0-34,1
7185,street_music,3.9999999999999987,1/street_music/115240-9-0-4,1
4565,jackhammer,4.0,1/jackhammer/104998-7-10-1,1
454,drilling,4.0,1/drilling/17913-4-0-1,1
3187,air_conditioner,3.9999999999999987,1/air_conditioner/30204-0-0-8,1
6740,engine_idling,3.9999999999999987,1/engine_idling/194962-5-0-1,1
1466,car_horn,4.0,1/car_horn/28808-1-0-2,1
6163,engine_idling,4.0,1/engine_idling/78651-5-0-1,1
5956,jackhammer,4.0,1/jackhammer/30206-7-0-7,1
6268,street_music,4.0,1/street_music/99710-9-0-16,1
690,drilling,4.0,1/drilling/46669-4-0-49,1
589,gun_shot,3.139605,1/gun_shot/196400-6-0-0,1
5518,street_music,4.0,1/street_music/115243-9-0-4,1
6384,drilling,4.0,1/drilling/127443-4-0-12,1
4873,street_music,4.0,1/street_music/172460-9-0-94,1
4940,jackhammer,4.0,1/jackhammer/178260-7-3-5,1
1314,drilling,4.0,1/drilling/187863-4-0-5,1
5521,street_music,4.0,1/street_music/115243-9-0-94,1
1594,drilling,4.0,1/drilling/74922-4-0-5,1
5929,jackhammer,4.0,1/jackhammer/30206-7-0-18,1
488,jackhammer,4.0,1/jackhammer/180937-7-2-10,1
1110,jackhammer,4.0,1/jackhammer/162134-7-11-2,1
7556,drilling,4.0,1/drilling/180134-4-2-5,1
